TotalOrders,TotalSpent,AvgOrderValue,TotalTransactions,FirstPurchase,LastPurchase,TotalItems,CustomerLifespan,Recency
4,1031.41,19.46,53,2019-01-09 15:00:00,2019-12-02 16:02:00,445,327,4
1,427.8,17.82,24,2018-12-01 15:45:00,2018-12-01 15:45:00,164,0,370
7,2609.1,21.04,124,2018-12-15 12:56:00,2019-11-09 13:35:00,3143,329,27
7,3980.7,28.64,139,2019-01-21 15:17:00,2019-11-27 11:46:00,2098,309,10
4,836.33,18.18,46,2019-01-09 13:31:00,2019-09-27 15:31:00,419,261,70
1,453.01,17.42,26,2019-08-16 11:40:00,2019-08-16 11:40:00,233,0,113
12,18895.91,68.96,274,2018-12-08 10:56:00,2019-11-14 11:59:00,8437,341,23
1,236.26,19.69,12,2019-06-11 11:33:00,2019-06-11 11:33:00,111,0,179
1,383.95,17.45,22,2019-04-17 16:19:00,2019-04-17 16:19:00,137,0,233
1,110.4,27.6,4,2018-12-20 12:47:00,2018-12-20 12:47:00,88,0,352
2,779.57,18.13,43,2019-01-04 14:26:00,2019-01-26 13:37:00,368,21,314
1,234.0,58.5,4,2019-01-09 07:57:00,2019-01-09 07:57:00,173,0,332
1,155.35,14.12,11,2018-11-30 18:27:00,2018-11-30 18:27:00,148,0,371
2,1013.04,26.66,38,2019-08-30 17:45:00,2019-09-20 13:00:00,486,20,77
1,427.6,15.84,27,2019-10-05 10:44:00,2019-10-05 10:44:00,342,0,63
2,546.43,4.08,134,2019-07-26 16:06:00,2019-07-26 16:21:00,319,0,133
7,21279.29,95.85,222,2019-01-23 13:26:00,2019-10-17 11:18:00,5241,266,51
11,4196.01,40.74,103,2018-12-03 15:38:00,2019-12-05 14:34:00,1275,366,1
209,33719.73,7.34,4595,2018-11-29 12:48:00,2019-12-07 12:20:00,25747,372,0
5,4090.88,20.56,199,2019-05-08 15:25:00,2019-12-04 09:56:00,1471,209,3
1,275.88,18.39,15,2019-08-01 09:13:00,2019-08-01 09:13:00,137,0,128
1,4366.78,82.39,53,2019-09-17 13:32:00,2019-09-17 13:32:00,2262,0,80
6,21429.39,108.78,197,2018-12-10 11:44:00,2019-11-15 10:52:00,11421,339,22
3,3010.74,47.79,63,2019-02-02 10:31:00,2019-04-16 09:00:00,6481,72,235
2,3811.95,952.99,4,2018-12-07 10:44:00,2019-03-02 12:42:00,1491,85,280
1,112.08,28.02,4,2019-09-12 09:31:00,2019-09-12 09:31:00,144,0,86
13,7857.1,21.18,371,2019-05-10 19:01:00,2019-11-22 12:30:00,2402,195,15
2,2791.59,28.78,97,2019-03-06 12:05:00,2019-08-13 10:22:00,2135,159,116
3,1531.44,16.12,95,2019-03-07 08:09:00,2019-10-16 14:49:00,902,223,51
2,1898.52,27.51,69,2019-11-12 14:23:00,2019-11-30 10:23:00,1227,17,7
2,494.08,27.45,18,2018-12-03 15:46:00,2019-07-22 14:12:00,316,230,137
1,1693.88,37.64,45,2019-01-25 10:19:00,2019-01-25 10:19:00,386,0,316
7,6989.63,22.55,310,2018-12-06 13:53:00,2019-12-04 08:46:00,3646,362,3
1,1143.6,35.74,32,2019-04-13 10:25:00,2019-04-13 10:25:00,356,0,238
1,1351.45,112.62,12,2019-05-11 09:33:00,2019-05-11 09:33:00,743,0,210
1,892.47,16.23,55,2019-10-09 09:19:00,2019-10-09 09:19:00,556,0,59
5,1386.04,21.0,66,2019-01-30 13:45:00,2019-11-20 16:33:00,877,294,16
6,822.23,16.44,50,2019-01-29 14:35:00,2019-11-18 11:30:00,825,292,19
8,3981.36,26.72,149,2018-12-01 13:40:00,2019-10-31 11:43:00,2024,333,37
2,826.74,33.07,25,2019-02-26 08:43:00,2019-10-05 10:37:00,671,221,63
5,2330.92,22.63,103,2018-12-15 11:30:00,2019-12-03 09:16:00,1086,352,4
6,2225.91,26.5,84,2019-09-23 15:35:00,2019-12-05 15:56:00,624,73,1
2,574.42,9.74,59,2019-11-22 12:53:00,2019-11-28 15:38:00,300,6,8
1,311.95,22.28,14,2018-12-08 13:48:00,2018-12-08 13:48:00,131,0,363
3,463.66,23.18,20,2019-05-29 09:36:00,2019-11-28 08:44:00,261,182,9
1,91.85,22.96,4,2019-10-03 13:34:00,2019-10-03 13:34:00,4,0,64
1,324.92,15.47,21,2019-05-29 14:14:00,2019-05-29 14:14:00,166,0,191
1,192.6,96.3,2,2018-11-29 11:27:00,2018-11-29 11:27:00,97,0,373
1,400.54,16.02,25,2019-03-26 11:36:00,2019-03-26 11:36:00,217,0,256
2,545.48,22.73,24,2018-12-01 15:14:00,2019-01-07 12:12:00,295,36,334
2,860.41,19.12,45,2019-08-31 12:01:00,2019-10-15 14:54:00,592,45,52
1,430.48,30.75,14,2019-11-19 10:27:00,2019-11-19 10:27:00,68,0,18
1,254.03,19.54,13,2018-12-07 10:55:00,2018-12-07 10:55:00,118,0,365
3,6977.04,872.13,8,2019-06-20 10:11:00,2019-11-27 15:52:00,5256,160,9
1,427.58,17.1,25,2019-06-04 09:36:00,2019-06-04 09:36:00,314,0,186
3,483.65,17.27,28,2018-12-04 10:27:00,2019-11-01 10:05:00,188,331,36
1,489.31,19.57,25,2019-06-13 10:51:00,2019-06-13 10:51:00,220,0,177
3,514.85,16.61,31,2019-02-26 15:39:00,2019-03-22 09:42:00,230,23,260
1,229.64,15.31,15,2019-10-24 09:54:00,2019-10-24 09:54:00,164,0,44
1,125.92,62.96,2,2019-08-28 12:11:00,2019-08-28 12:11:00,49,0,101
2,1063.46,22.63,47,2019-05-23 13:34:00,2019-07-13 10:21:00,379,50,147
2,572.2,19.73,29,2019-06-14 13:24:00,2019-09-03 12:41:00,128,80,95
1,166.04,41.51,4,2019-03-01 16:28:00,2019-03-01 16:28:00,53,0,280
1,1542.08,110.15,14,2019-03-21 12:06:00,2019-03-21 12:06:00,929,0,261
4,942.34,15.97,59,2019-01-15 12:34:00,2019-12-04 15:12:00,722,323,2
1,92.72,15.45,6,2019-05-07 15:51:00,2019-05-07 15:51:00,70,0,213
2,948.88,20.63,46,2019-09-11 13:46:00,2019-09-28 10:04:00,550,16,70
5,1759.5,351.9,5,2019-02-14 12:15:00,2019-09-24 07:35:00,230,221,74
1,397.12,15.88,25,2019-10-09 12:49:00,2019-10-09 12:49:00,232,0,59
7,1474.72,16.21,91,2018-12-07 15:21:00,2019-12-05 10:25:00,1058,362,2
3,430.15,17.21,25,2019-10-24 15:44:00,2019-12-02 12:17:00,197,38,5
6,1018.71,18.19,56,2019-07-30 16:16:00,2019-12-05 08:45:00,494,127,2
2,293.0,26.64,11,2018-12-12 14:54:00,2019-01-05 11:13:00,376,23,336
6,6814.64,179.33,38,2019-06-19 10:53:00,2019-10-31 11:54:00,9848,134,37
1,215.05,23.89,9,2019-03-20 13:02:00,2019-03-20 13:02:00,135,0,261
2,383.03,14.19,27,2019-08-31 13:48:00,2019-11-05 13:30:00,195,65,31
1,417.38,17.39,24,2019-07-15 13:46:00,2019-07-15 13:46:00,156,0,144
1,312.38,17.35,18,2019-02-28 09:49:00,2019-02-28 09:49:00,110,0,282
4,2612.86,14.93,175,2019-01-30 11:19:00,2019-10-09 15:10:00,1064,252,58
1,134.1,11.18,12,2019-06-17 16:07:00,2019-06-17 16:07:00,24,0,172
2,683.13,5.55,123,2018-11-29 11:57:00,2019-11-04 12:20:00,359,340,33
14,5591.42,17.81,314,2018-12-05 15:48:00,2019-12-05 12:33:00,3807,364,2
4,2726.77,24.13,113,2019-04-25 12:21:00,2019-07-17 09:29:00,1511,82,143
25,4022.35,9.58,420,2018-12-01 10:43:00,2019-12-03 11:13:00,2757,367,4
2,1118.99,32.91,34,2019-02-02 12:36:00,2019-09-28 15:33:00,547,238,69
8,1702.26,16.53,103,2019-03-18 14:38:00,2019-10-03 12:09:00,781,198,65
2,325.96,6.27,52,2019-07-30 13:11:00,2019-11-08 13:31:00,125,101,28
4,354.09,13.11,27,2019-02-20 14:10:00,2019-03-15 13:34:00,204,22,266
1,871.54,9.58,91,2019-11-15 13:16:00,2019-11-15 13:16:00,909,0,21
2,1050.89,20.61,51,2019-03-14 12:26:00,2019-11-06 13:41:00,623,237,30
1,135.18,2.7,50,2019-09-02 12:41:00,2019-09-02 12:41:00,109,0,96
1,311.55,18.33,17,2019-02-16 08:47:00,2019-02-16 08:47:00,149,0,294
6,1957.1,25.09,78,2019-01-26 10:28:00,2019-07-26 11:29:00,800,181,134
3,1324.5,12.04,110,2019-01-23 13:35:00,2019-09-20 12:15:00,627,239,78
1,38.1,12.7,3,2018-11-30 09:37:00,2018-11-30 09:37:00,30,0,372
6,2179.93,6.94,314,2019-10-05 12:38:00,2019-11-30 10:52:00,1079,55,7
2,1106.4,24.05,46,2019-02-08 12:32:00,2019-05-11 10:20:00,343,91,210
1,521.2,104.24,5,2019-10-16 14:15:00,2019-10-16 14:15:00,188,0,51
1,147.12,49.04,3,2019-07-22 13:03:00,2019-07-22 13:03:00,216,0,137
2,1568.23,16.51,95,2019-08-06 10:11:00,2019-11-11 14:31:00,925,97,25
1,559.12,21.5,26,2019-02-27 14:11:00,2019-02-27 14:11:00,171,0,282
7,4036.82,7.5,538,2018-12-12 16:39:00,2019-11-11 15:30:00,4298,333,25
6,1607.06,15.02,107,2018-11-29 12:50:00,2019-06-05 10:42:00,928,187,185
2,380.64,34.6,11,2019-05-14 13:32:00,2019-09-14 15:07:00,200,123,83
2,599.97,9.09,66,2018-12-07 14:44:00,2019-01-15 10:52:00,319,38,326
1,374.0,93.5,4,2019-02-28 14:58:00,2019-02-28 14:58:00,128,0,281
2,343.23,171.62,2,2018-12-10 12:03:00,2019-07-17 15:30:00,2019,219,142
2,2218.02,26.09,85,2019-05-25 13:34:00,2019-10-11 12:26:00,1941,138,57
12,1535.77,9.97,154,2018-12-14 12:23:00,2019-12-04 10:30:00,1178,354,3
2,854.99,18.19,47,2019-03-16 14:02:00,2019-04-15 13:07:00,547,29,235
3,573.22,57.32,10,2019-09-07 12:11:00,2019-10-24 12:24:00,370,47,44
1,298.0,42.57,7,2019-03-07 11:44:00,2019-03-07 11:44:00,21,0,275
2,1463.04,112.54,13,2019-11-04 11:22:00,2019-11-28 16:18:00,246,24,8
4,703.47,16.75,42,2019-09-09 15:18:00,2019-11-13 09:32:00,196,64,24
1,309.05,44.15,7,2019-09-10 13:10:00,2019-09-10 13:10:00,43,0,87
3,1175.22,16.55,71,2019-08-06 11:45:00,2019-10-05 13:40:00,655,60,62
2,1378.4,16.81,82,2019-05-02 11:21:00,2019-10-01 10:09:00,770,151,67
2,354.12,70.82,5,2019-03-27 14:31:00,2019-05-07 16:02:00,76,41,213
1,380.47,4.64,82,2019-11-13 17:26:00,2019-11-13 17:26:00,259,0,23
3,331.0,110.33,3,2019-02-18 11:28:00,2019-06-05 12:31:00,950,107,185
1,188.14,5.53,34,2019-11-07 12:34:00,2019-11-07 12:34:00,96,0,30
2,372.8,16.95,22,2019-09-12 08:35:00,2019-10-26 13:51:00,210,44,41
2,216.5,54.12,4,2019-02-09 11:40:00,2019-05-17 12:13:00,110,97,204
28,17654.54,152.19,116,2019-03-12 10:41:00,2019-11-29 10:07:00,23075,261,8
1,138.68,13.87,10,2019-03-18 12:06:00,2019-03-18 12:06:00,66,0,264
2,509.58,7.08,72,2019-06-18 13:18:00,2019-11-19 14:34:00,302,154,17
5,2919.81,46.35,63,2019-09-20 15:03:00,2019-11-26 09:55:00,1749,66,11
2,750.0,375.0,2,2019-01-29 12:37:00,2019-06-14 15:39:00,1200,136,175
5,2178.67,23.94,91,2019-03-29 12:51:00,2019-10-29 12:43:00,1280,213,39
8,3075.04,41.0,75,2019-04-10 10:01:00,2019-11-14 14:28:00,1692,218,22
5,1662.3,69.26,24,2019-10-28 11:35:00,2019-12-05 08:55:00,670,37,2
5,2483.63,49.67,50,2018-12-04 16:36:00,2019-12-03 12:11:00,1419,363,4
2,363.65,16.53,22,2018-11-30 12:33:00,2019-07-12 11:34:00,93,223,148
4,3006.15,28.09,107,2019-01-21 10:43:00,2019-07-22 10:35:00,1119,181,138
1,594.0,297.0,2,2019-08-01 16:42:00,2019-08-01 16:42:00,120,0,127
6,1335.19,26.7,50,2019-06-21 09:22:00,2019-11-29 13:47:00,673,161,7
1,164.23,5.87,28,2019-11-20 15:05:00,2019-11-20 15:05:00,129,0,16
37,16587.09,23.04,720,2018-11-29 15:06:00,2019-11-28 16:22:00,9526,364,8
1,405.38,14.48,28,2019-06-29 15:35:00,2019-06-29 15:35:00,370,0,160
1,176.97,6.1,29,2019-10-04 16:20:00,2019-10-04 16:20:00,69,0,63
4,933.7,31.12,30,2019-01-14 11:49:00,2019-09-10 13:55:00,481,239,87
2,694.05,15.42,45,2019-09-24 11:05:00,2019-12-03 11:11:00,541,70,4
5,2062.7,24.56,84,2018-12-13 15:45:00,2019-11-02 14:24:00,1472,323,34
1,117.85,14.73,8,2019-01-30 12:08:00,2019-01-30 12:08:00,37,0,311
2,415.8,16.63,25,2019-06-19 13:25:00,2019-09-20 15:18:00,252,93,77
15,42055.96,512.88,82,2018-12-15 09:45:00,2019-11-16 12:39:00,28004,336,21
3,607.53,5.73,106,2019-02-27 11:30:00,2019-11-13 16:38:00,499,259,23
7,2160.7,16.75,129,2019-01-22 13:58:00,2019-12-05 17:25:00,1853,317,1
4,1063.9,17.16,62,2019-09-20 13:51:00,2019-11-20 17:32:00,559,61,16
4,1504.27,12.54,120,2019-03-15 14:19:00,2019-11-22 15:05:00,1007,252,14
1,114.14,12.68,9,2019-11-12 11:21:00,2019-11-12 11:21:00,140,0,25
8,11581.8,246.42,47,2019-01-07 11:20:00,2019-10-04 14:33:00,4876,270,63
2,913.54,9.23,99,2019-09-11 10:16:00,2019-10-14 12:09:00,411,33,54
3,683.9,9.12,75,2018-12-07 09:34:00,2019-07-29 14:39:00,203,234,130
2,604.51,20.15,30,2018-12-18 10:41:00,2019-11-02 11:04:00,289,319,35
1,462.95,20.13,23,2019-02-22 14:15:00,2019-02-22 14:15:00,165,0,287
6,1603.99,16.54,97,2018-11-29 16:21:00,2019-07-17 10:06:00,1165,229,143
7,2064.95,17.8,116,2019-03-18 10:17:00,2019-11-21 17:10:00,1080,248,15
8,4167.22,19.38,215,2019-03-30 13:20:00,2019-11-07 11:25:00,2381,221,30
3,1843.0,80.13,23,2019-11-13 13:48:00,2019-12-05 13:17:00,1380,21,1
6,1064.07,16.89,63,2019-01-11 10:33:00,2019-11-29 12:14:00,503,322,8
4,1387.79,17.57,79,2019-09-20 16:37:00,2019-12-02 10:35:00,653,72,5
1,329.85,19.4,17,2019-11-28 09:24:00,2019-11-28 09:24:00,84,0,9
11,4757.16,26.43,180,2019-03-15 09:03:00,2019-12-06 16:29:00,3664,266,0
1,108.07,5.69,19,2019-02-04 16:08:00,2019-02-04 16:08:00,34,0,305
8,4017.54,16.88,238,2019-01-02 12:18:00,2019-11-28 09:53:00,2549,329,9
2,266.39,16.65,16,2019-08-16 13:38:00,2019-11-30 15:55:00,129,106,6
8,1856.63,19.54,95,2018-12-07 09:14:00,2019-11-29 12:55:00,881,357,7
1,771.91,7.08,109,2019-09-09 15:31:00,2019-09-09 15:31:00,283,0,88
1,160.18,16.02,10,2019-11-28 12:38:00,2019-11-28 12:38:00,75,0,9
2,1660.9,87.42,19,2018-12-01 09:49:00,2018-12-14 19:10:00,438,13,357
1,135.95,27.19,5,2019-08-17 15:44:00,2019-08-17 15:44:00,73,0,111
4,452.24,2.99,151,2019-01-19 14:04:00,2019-11-30 14:30:00,310,315,6
86,11189.91,36.69,305,2018-11-30 16:42:00,2019-12-04 12:20:00,9289,368,3
1,144.8,18.1,8,2019-05-24 09:33:00,2019-05-24 09:33:00,24,0,197
1,738.6,33.57,22,2019-05-10 09:55:00,2019-05-10 09:55:00,561,0,211
1,39.24,4.36,9,2019-07-04 16:40:00,2019-07-04 16:40:00,12,0,155
9,7374.9,368.74,20,2018-12-14 11:36:00,2019-07-03 09:34:00,886,200,157
2,372.22,18.61,20,2019-07-27 14:14:00,2019-11-08 12:00:00,242,103,29
1,390.54,13.95,28,2019-04-09 11:51:00,2019-04-09 11:51:00,288,0,242
1,97.5,24.38,4,2019-11-19 12:37:00,2019-11-19 12:37:00,26,0,18
2,1239.38,16.31,76,2019-11-09 12:44:00,2019-12-07 10:46:00,1533,27,0
2,558.7,19.95,28,2019-05-24 12:00:00,2019-09-25 12:03:00,219,124,73
1,535.32,5.82,92,2019-02-18 14:31:00,2019-02-18 14:31:00,136,0,291
15,6924.11,108.19,64,2018-12-08 13:24:00,2019-12-04 15:28:00,2943,361,2
3,409.5,31.5,13,2019-01-31 15:39:00,2019-11-06 13:01:00,200,278,30
2,503.76,16.25,31,2019-08-17 14:39:00,2019-11-14 15:34:00,405,89,22
4,414.76,15.36,27,2019-02-12 14:29:00,2019-11-14 15:49:00,240,275,22
3,974.42,15.97,61,2019-03-14 08:31:00,2019-12-03 15:43:00,459,264,3
1,211.32,70.44,3,2019-09-13 15:44:00,2019-09-13 15:44:00,108,0,84
4,1226.89,20.79,59,2019-01-24 15:49:00,2019-11-15 15:47:00,664,294,21
3,455.88,16.28,28,2019-04-06 10:26:00,2019-05-25 13:24:00,342,49,195
3,534.85,17.25,31,2018-12-08 10:26:00,2019-08-23 10:43:00,379,258,106
13,9818.82,28.96,339,2019-01-15 12:45:00,2019-12-03 14:51:00,5505,322,3
1,120.95,17.28,7,2019-01-23 15:18:00,2019-01-23 15:18:00,73,0,317
3,149.05,24.84,6,2019-05-07 08:23:00,2019-08-24 10:50:00,103,109,105
18,5655.91,14.0,404,2018-12-15 08:20:00,2019-11-26 11:27:00,4822,346,11
2,513.7,19.76,26,2019-04-05 13:32:00,2019-06-17 10:53:00,172,72,173
1,81.57,20.39,4,2019-10-12 13:49:00,2019-10-12 13:49:00,55,0,55
1,229.47,16.39,14,2019-01-18 14:24:00,2019-01-18 14:24:00,175,0,322
1,50.55,16.85,3,2018-11-30 17:22:00,2018-11-30 17:22:00,13,0,371
8,1661.84,18.67,89,2019-02-16 09:43:00,2019-11-28 13:05:00,824,285,8
13,4810.94,21.97,219,2018-12-01 12:28:00,2019-12-06 15:01:00,2224,370,0
10,3466.28,31.8,109,2019-03-01 18:28:00,2019-11-27 12:27:00,905,270,10
5,3346.28,19.01,176,2019-04-02 14:28:00,2019-10-15 13:19:00,1617,195,52
3,789.89,16.81,47,2019-08-06 15:00:00,2019-09-25 14:08:00,527,49,72
1,204.0,204.0,1,2019-11-30 15:53:00,2019-11-30 15:53:00,48,0,6
28,7277.7,15.89,458,2019-02-15 11:05:00,2019-11-21 13:28:00,5435,279,15
9,2616.38,19.97,131,2018-12-14 10:12:00,2019-12-03 16:37:00,1352,354,3
2,689.9,17.25,40,2019-07-31 09:34:00,2019-10-04 16:27:00,286,65,63
5,975.36,24.38,40,2019-03-07 11:35:00,2019-12-06 16:58:00,1620,274,0
6,6912.0,265.85,26,2018-12-18 12:45:00,2019-08-16 09:39:00,17280,240,113
2,661.32,14.7,45,2019-10-23 14:09:00,2019-11-15 11:10:00,798,22,22
3,1247.5,124.75,10,2018-12-19 13:53:00,2019-11-07 09:13:00,134,322,30
2,799.48,8.08,99,2018-12-04 14:31:00,2019-11-26 14:30:00,394,356,10
2,1010.18,14.23,71,2019-09-11 16:40:00,2019-10-16 15:54:00,375,34,51
1,190.55,17.32,11,2018-12-15 14:23:00,2018-12-15 14:23:00,83,0,356
2,642.77,17.37,37,2018-12-03 14:52:00,2019-10-14 12:21:00,369,314,54
2,921.88,34.14,27,2019-03-22 09:21:00,2019-09-25 08:57:00,644,186,73
3,881.07,18.36,48,2019-03-26 15:42:00,2019-07-22 15:46:00,431,118,137
3,908.46,32.44,28,2019-02-20 11:43:00,2019-09-18 14:37:00,360,210,79
2,676.99,15.74,43,2019-11-04 13:53:00,2019-11-29 10:38:00,355,24,8
1,516.42,39.72,13,2019-03-09 14:52:00,2019-03-09 14:52:00,254,0,272
1,560.47,16.98,33,2019-02-19 15:20:00,2019-02-19 15:20:00,429,0,290
1,305.28,16.96,18,2019-08-30 15:04:00,2019-08-30 15:04:00,221,0,98
2,629.31,17.98,35,2019-03-16 15:43:00,2019-11-07 08:36:00,264,235,30
10,3237.54,18.82,172,2018-11-29 08:34:00,2019-11-06 12:06:00,1391,342,31
4,1835.91,13.5,136,2019-01-14 14:36:00,2019-11-23 13:23:00,1238,312,13
2,656.68,46.91,14,2019-01-23 16:33:00,2019-10-04 15:31:00,268,253,63
17,5836.86,14.48,403,2018-12-06 09:30:00,2019-11-23 09:18:00,3748,351,14
1,348.15,19.34,18,2019-05-09 14:12:00,2019-05-09 14:12:00,222,0,211
3,1214.41,15.98,76,2019-05-08 08:58:00,2019-09-20 14:26:00,894,135,77
3,271.4,33.93,8,2019-07-09 12:01:00,2019-11-13 12:43:00,52,127,24
1,183.4,22.92,8,2019-04-02 10:40:00,2019-04-02 10:40:00,35,0,249
1,307.53,20.5,15,2019-03-29 11:37:00,2019-03-29 11:37:00,123,0,253
1,248.61,24.86,10,2019-09-26 16:04:00,2019-09-26 16:04:00,107,0,71
1,346.98,31.54,11,2019-05-30 15:12:00,2019-05-30 15:12:00,343,0,190
4,1119.49,16.22,69,2019-01-14 13:41:00,2019-11-25 12:31:00,516,314,12
1,205.86,14.7,14,2018-11-29 16:52:00,2018-11-29 16:52:00,74,0,372
2,470.8,9.81,48,2019-11-05 17:06:00,2019-11-13 12:57:00,322,7,23
1,115.46,7.7,15,2019-09-16 13:38:00,2019-09-16 13:38:00,32,0,81
2,344.0,172.0,2,2019-01-22 08:20:00,2019-11-27 15:00:00,200,309,9
24,4436.12,10.44,425,2018-12-03 11:02:00,2019-12-07 08:39:00,5885,368,0
1,228.8,25.42,9,2019-05-29 13:45:00,2019-05-29 13:45:00,110,0,191
1,177.15,25.31,7,2019-03-16 08:12:00,2019-03-16 08:12:00,69,0,266
1,919.61,41.8,22,2019-07-31 10:19:00,2019-07-31 10:19:00,485,0,129
4,729.27,6.51,112,2018-12-06 14:59:00,2019-12-06 19:24:00,863,365,0
26,12627.94,35.27,358,2018-12-06 09:07:00,2019-12-04 15:36:00,5630,363,2
5,220.1,36.68,6,2019-07-20 14:41:00,2019-12-03 16:53:00,62,136,3
1,58.08,9.68,6,2019-06-11 14:59:00,2019-06-11 14:59:00,120,0,178
11,28337.38,27.67,1024,2018-12-01 17:20:00,2019-11-26 10:54:00,19068,359,11
9,3613.63,49.5,73,2019-01-03 15:42:00,2019-08-03 16:16:00,4324,212,125
2,303.75,16.88,18,2019-09-23 10:46:00,2019-12-03 15:01:00,187,71,3
2,416.08,18.91,22,2019-02-15 13:57:00,2019-07-03 12:11:00,216,137,157
97,58825.83,32.36,1818,2018-12-03 10:27:00,2019-12-05 09:02:00,31070,366,2
14,8910.82,57.49,155,2018-11-30 07:48:00,2019-11-29 12:39:00,2263,364,8
1,345.82,16.47,21,2019-11-09 15:54:00,2019-11-09 15:54:00,466,0,27
5,477.83,19.11,25,2018-12-13 12:27:00,2019-09-28 11:18:00,279,288,70
8,7832.47,49.26,159,2018-11-29 15:00:00,2019-03-07 12:14:00,3961,97,275
12,1927.32,80.31,24,2018-12-04 10:34:00,2019-11-16 14:07:00,1716,347,20
1,74.4,12.4,6,2019-09-28 12:03:00,2019-09-28 12:03:00,144,0,70
10,6010.42,14.21,423,2018-12-12 15:13:00,2019-11-05 10:43:00,2363,327,32
28,28882.44,50.49,572,2019-01-24 13:46:00,2019-12-06 14:14:00,15968,316,0
1,207.36,207.36,1,2019-08-30 17:40:00,2019-08-30 17:40:00,288,0,98
1,101.19,12.65,8,2019-04-17 14:37:00,2019-04-17 14:37:00,113,0,233
24,6424.09,21.13,304,2018-12-07 13:38:00,2019-12-06 12:52:00,4204,363,0
1,243.94,30.49,8,2019-10-29 09:38:00,2019-10-29 09:38:00,82,0,39
6,1098.48,54.92,20,2018-12-18 11:58:00,2019-12-04 13:10:00,504,351,2
1,76.5,76.5,1,2019-07-27 15:12:00,2019-07-27 15:12:00,18,0,132
4,1531.62,26.41,58,2019-01-08 12:28:00,2019-10-24 14:52:00,1293,289,43
1,350.06,35.01,10,2018-11-30 10:35:00,2018-11-30 10:35:00,298,0,372
2,786.54,16.73,47,2019-07-03 14:56:00,2019-10-09 10:16:00,520,97,59
7,1488.67,10.27,145,2019-01-30 15:24:00,2019-11-06 14:30:00,388,279,30
24,12245.96,61.23,200,2018-12-06 13:21:00,2019-12-07 12:49:00,3045,365,0
4,2294.78,19.12,120,2019-06-06 16:15:00,2019-11-26 12:38:00,1567,172,11
1,501.14,16.7,30,2019-07-22 14:33:00,2019-07-22 14:33:00,291,0,137
8,984.91,12.96,76,2018-11-30 13:11:00,2019-11-16 12:02:00,945,350,21
5,1197.81,15.16,79,2019-02-22 12:32:00,2019-11-18 12:46:00,410,269,19
1,30.6,30.6,1,2019-04-13 10:19:00,2019-04-13 10:19:00,12,0,238
1,283.73,5.67,50,2019-03-13 16:47:00,2019-03-13 16:47:00,252,0,268
2,922.39,16.77,55,2019-04-11 14:12:00,2019-09-04 15:53:00,585,146,93
3,3866.33,16.45,235,2018-12-13 15:00:00,2019-09-09 12:45:00,2147,269,89
8,2099.64,15.0,140,2018-12-06 11:42:00,2019-12-03 10:00:00,2143,361,4
1,259.17,17.28,15,2019-09-21 10:26:00,2019-09-21 10:26:00,127,0,77
1,64.0,32.0,2,2019-09-04 15:30:00,2019-09-04 15:30:00,32,0,93
3,1073.3,24.39,44,2019-06-03 10:54:00,2019-11-14 13:21:00,447,164,22
1,77.3,25.77,3,2019-03-21 12:44:00,2019-03-21 12:44:00,20,0,261
2,109.8,15.69,7,2019-02-06 15:48:00,2019-03-09 10:31:00,32,30,273
4,1793.58,18.3,98,2019-04-11 12:57:00,2019-09-13 10:35:00,1059,154,85
1,3096.0,3096.0,1,2019-05-25 10:52:00,2019-05-25 10:52:00,4300,0,196
5,2607.61,20.53,127,2019-05-09 12:47:00,2019-10-12 13:41:00,1328,156,55
8,3650.41,5.19,704,2019-02-02 11:54:00,2019-11-27 12:09:00,2226,298,10
6,962.39,15.28,63,2018-11-30 15:03:00,2019-11-15 16:51:00,473,350,21
7,5064.94,29.79,170,2019-03-23 11:57:00,2019-11-21 13:54:00,2425,243,15
3,423.72,9.21,46,2018-12-06 15:12:00,2019-08-21 15:33:00,186,258,107
5,2388.75,17.69,135,2019-01-26 13:04:00,2019-09-14 09:54:00,1548,230,84
1,307.09,13.35,23,2019-11-18 16:07:00,2019-11-18 16:07:00,258,0,18
1,110.95,36.98,3,2019-01-09 11:15:00,2019-01-09 11:15:00,21,0,332
4,618.52,103.09,6,2018-11-30 18:06:00,2019-10-29 12:45:00,145,332,39
1,228.91,13.47,17,2019-11-11 15:29:00,2019-11-11 15:29:00,154,0,25
4,712.8,178.2,4,2019-08-30 12:28:00,2019-11-27 13:59:00,144,89,9
12,3707.12,11.62,319,2018-12-08 13:06:00,2019-11-08 15:23:00,1975,335,28
4,1676.06,19.49,86,2019-02-21 13:57:00,2019-11-23 13:09:00,1280,274,13
1,1257.87,17.0,74,2019-02-15 12:29:00,2019-02-15 12:29:00,363,0,295
1,486.22,32.41,15,2019-12-02 12:14:00,2019-12-02 12:14:00,418,0,5
4,971.76,11.43,85,2018-12-04 12:44:00,2019-11-04 15:41:00,497,335,32
4,1741.22,20.01,87,2019-02-12 14:03:00,2019-10-19 13:50:00,1439,248,48
4,1201.06,15.2,79,2019-01-23 09:58:00,2019-09-04 11:58:00,784,224,94
4,1437.85,11.88,121,2019-08-14 11:44:00,2019-11-29 11:20:00,1059,106,8
1,91.8,22.95,4,2019-11-15 13:07:00,2019-11-15 13:07:00,56,0,21
1,112.75,14.09,8,2019-01-28 14:03:00,2019-01-28 14:03:00,29,0,312
