Frequency,Monetary,Recency,CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster
1,81.57,55,13006,3,1,1,311,Lost,0
1,229.47,322,13008,1,1,1,111,About to Sleep,1
1,50.55,371,13011,1,1,1,111,About to Sleep,1
8,1661.84,8,13012,5,5,4,554,Champions,7
13,4810.94,0,13013,5,5,5,555,Champions,7
10,3466.28,10,13014,5,5,5,555,Champions,7
5,3346.28,52,13015,3,4,5,345,Loyal Customers,0
3,789.89,72,13016,2,3,3,233,At Risk,0
1,204.0,6,13017,5,1,1,511,New Customers,0
28,7277.7,15,13018,4,5,5,455,Champions,4
9,2616.38,3,13021,5,5,5,555,Champions,7
2,689.9,63,13023,3,2,3,323,Promising,0
5,975.36,0,13026,5,4,4,544,Champions,0
6,6912.0,113,13027,2,5,5,255,At Risk,5
2,661.32,22,13028,4,2,3,423,Potential Loyalists,0
3,1247.5,30,13029,4,3,4,434,Loyal Customers,0
2,799.48,10,13030,5,2,3,523,Potential Loyalists,0
2,1010.18,51,13032,3,2,4,324,Promising,0
1,190.55,356,13033,1,1,1,111,About to Sleep,1
2,642.77,54,13034,3,2,3,323,Promising,0
2,921.88,73,13035,2,2,3,223,About to Sleep,0
3,881.07,137,13037,2,3,3,233,At Risk,5
3,908.46,79,13038,2,3,3,233,At Risk,0
2,676.99,8,13040,5,2,3,523,Potential Loyalists,0
1,516.42,272,13043,1,1,3,113,About to Sleep,1
1,560.47,290,13044,1,1,3,113,About to Sleep,1
1,305.28,98,13045,2,1,2,212,About to Sleep,5
2,629.31,30,13046,4,2,3,423,Potential Loyalists,0
10,3237.54,31,13047,4,5,5,455,Champions,7
4,1835.91,13,13048,4,4,4,444,Champions,0
2,656.68,63,13049,3,2,3,323,Promising,0
17,5836.86,14,13050,4,5,5,455,Champions,7
1,348.15,211,13052,1,1,2,112,About to Sleep,5
3,1214.41,77,13055,2,3,4,234,At Risk,0
3,271.4,24,13058,4,3,2,432,Loyal Customers,0
1,183.4,249,13059,1,1,1,111,About to Sleep,1
1,307.53,253,13060,1,1,2,112,About to Sleep,1
1,248.61,71,13061,3,1,1,311,Lost,0
1,346.98,190,13062,1,1,2,112,About to Sleep,5
4,1119.49,12,13064,5,4,4,544,Champions,0
1,205.86,372,13065,1,1,1,111,About to Sleep,1
2,470.8,23,13066,4,2,2,422,Potential Loyalists,0
1,115.46,81,13067,2,1,1,211,About to Sleep,0
2,344.0,9,13068,5,2,2,522,Potential Loyalists,0
24,4436.12,0,13069,5,5,5,555,Champions,4
1,228.8,191,13070,1,1,1,111,About to Sleep,5
1,177.15,266,13072,1,1,1,111,About to Sleep,1
1,919.61,129,13075,2,1,3,213,About to Sleep,5
4,729.27,0,13077,5,4,3,543,Loyal Customers,0
26,12627.94,2,13078,5,5,5,555,Champions,4
5,220.1,3,13079,5,4,1,541,Loyal Customers,0
1,58.08,178,13080,2,1,1,211,About to Sleep,5
11,28337.38,11,13081,5,5,5,555,Champions,4
9,3613.63,125,13082,2,5,5,255,At Risk,5
2,303.75,3,13083,5,2,2,522,Potential Loyalists,0
2,416.08,157,13085,2,2,2,222,About to Sleep,5
97,58825.83,2,13089,5,5,5,555,Champions,2
14,8910.82,8,13090,5,5,5,555,Champions,7
1,345.82,27,13091,4,1,2,412,New Customers,0
5,477.83,70,13092,3,4,2,342,Loyal Customers,0
8,7832.47,275,13093,1,5,5,155,At Risk,1
12,1927.32,20,13094,4,5,4,454,Champions,7
1,74.4,70,13095,3,1,1,311,Lost,0
10,6010.42,32,13097,4,5,5,455,Champions,7
28,28882.44,0,13098,5,5,5,555,Champions,4
1,207.36,98,13099,2,1,1,211,About to Sleep,5
1,101.19,233,13101,1,1,1,111,About to Sleep,1
24,6424.09,0,13102,5,5,5,555,Champions,4
1,243.94,39,13103,3,1,1,311,Lost,0
6,1098.48,2,13104,5,5,4,554,Champions,0
1,76.5,132,13106,2,1,1,211,About to Sleep,5
4,1531.62,43,13107,3,4,4,344,Loyal Customers,0
1,350.06,372,13108,1,1,2,112,About to Sleep,1
2,786.54,59,13109,3,2,3,323,Promising,0
7,1488.67,30,13110,4,5,4,454,Champions,7
24,12245.96,0,13113,5,5,5,555,Champions,4
4,2294.78,11,13115,5,4,5,545,Champions,0
1,501.14,137,13116,2,1,3,213,About to Sleep,5
8,984.91,21,13117,4,5,4,454,Champions,7
5,1197.81,19,13118,4,4,4,444,Champions,0
1,30.6,238,13120,1,1,1,111,About to Sleep,1
1,283.73,268,13121,1,1,2,112,About to Sleep,1
2,922.39,93,13122,2,2,3,223,About to Sleep,0
3,3866.33,89,13124,2,3,5,235,At Risk,0
8,2099.64,4,13126,5,5,5,555,Champions,7
1,259.17,77,13127,2,1,2,212,About to Sleep,0
1,64.0,93,13130,2,1,1,211,About to Sleep,0
3,1073.3,22,13131,4,3,4,434,Loyal Customers,0
1,77.3,261,13132,1,1,1,111,About to Sleep,1
2,109.8,273,13133,1,2,1,121,About to Sleep,1
4,1793.58,85,13134,2,4,4,244,At Risk,0
1,3096.0,196,13135,1,1,5,115,About to Sleep,5
5,2607.61,55,13136,3,4,5,345,Loyal Customers,0
8,3650.41,10,13137,5,5,5,555,Champions,7
6,962.39,21,13138,4,5,4,454,Champions,0
7,5064.94,15,13139,4,5,5,455,Champions,7
3,423.72,107,13140,2,3,2,232,At Risk,5
5,2388.75,84,13141,2,4,5,245,At Risk,0
1,307.09,18,13142,4,1,2,412,New Customers,0
1,110.95,332,13144,1,1,1,111,About to Sleep,1
4,618.52,39,13145,3,4,3,343,Loyal Customers,0
1,228.91,25,13146,4,1,1,411,New Customers,0
4,712.8,9,13147,5,4,3,543,Loyal Customers,0
12,3707.12,28,13148,4,5,5,455,Champions,7
4,1676.06,13,13149,4,4,4,444,Champions,0
1,1257.87,295,13151,1,1,4,114,About to Sleep,1
1,486.22,5,13153,5,1,2,512,New Customers,0
4,971.76,32,13155,3,4,4,344,Loyal Customers,0
4,1741.22,48,13157,3,4,4,344,Loyal Customers,0
4,1201.06,94,13158,2,4,4,244,At Risk,0
4,1437.85,8,13159,5,4,4,544,Champions,0
1,91.8,21,13160,4,1,1,411,New Customers,0
1,112.75,312,13161,1,1,1,111,About to Sleep,1
4,1688.29,121,13162,2,4,4,244,At Risk,5
2,1021.48,45,13165,3,2,4,324,Promising,0
1,417.2,282,13166,1,1,2,112,About to Sleep,1
4,791.33,18,13167,4,4,3,443,Loyal Customers,0
4,1319.19,35,13168,3,4,4,344,Loyal Customers,0
2,712.88,63,13169,3,2,3,323,Promising,0
1,116.01,26,13170,4,1,1,411,New Customers,0
3,468.41,21,13171,4,3,2,432,Loyal Customers,0
2,353.65,3,13173,5,2,2,522,Potential Loyalists,0
3,2817.03,15,13174,4,3,5,435,Loyal Customers,0
1,492.84,45,13176,3,1,3,313,Promising,0
1,282.45,64,13177,3,1,2,312,Lost,0
11,5725.47,25,13178,4,5,5,455,Champions,7
1,121.18,44,13182,3,1,1,311,Lost,0
9,3957.78,7,13183,5,5,5,555,Champions,7
10,1701.29,14,13184,4,5,4,454,Champions,7
1,71.4,267,13185,1,1,1,111,About to Sleep,1
3,1575.89,39,13186,3,3,4,334,Loyal Customers,0
1,236.02,336,13187,1,1,1,111,About to Sleep,1
1,114.6,10,13188,5,1,1,511,New Customers,0
2,260.68,18,13189,4,2,2,422,Potential Loyalists,0
2,911.94,94,13192,2,2,3,223,About to Sleep,0
1,117.88,60,13193,3,1,1,311,Lost,0
1,60.7,135,13194,2,1,1,211,About to Sleep,5
4,1797.78,10,13196,5,4,4,544,Champions,0
6,3401.24,9,13198,5,5,5,555,Champions,7
38,9817.12,3,13199,5,5,5,555,Champions,4
4,870.09,18,13200,4,4,3,443,Loyal Customers,0
4,869.46,9,13203,5,4,3,543,Loyal Customers,0
2,250.26,14,13207,4,2,2,422,Potential Loyalists,0
6,1223.9,58,13208,3,5,4,354,Loyal Customers,0
8,5891.61,29,13209,4,5,5,455,Champions,7
1,353.48,93,13210,2,1,2,212,About to Sleep,0
3,1197.42,9,13211,5,3,4,534,Loyal Customers,0
3,788.08,19,13212,4,3,3,433,Loyal Customers,0
5,1520.58,56,13213,3,4,4,344,Loyal Customers,0
1,333.74,267,13216,1,1,2,112,About to Sleep,1
3,533.98,121,13217,2,3,3,233,At Risk,5
1,62.64,126,13218,2,1,1,211,About to Sleep,5
4,819.29,77,13220,2,4,3,243,At Risk,0
2,847.41,239,13221,1,2,3,123,About to Sleep,1
2,163.2,199,13223,1,2,1,121,About to Sleep,5
2,2155.95,59,13224,3,2,5,325,Promising,0
7,6463.84,2,13225,5,5,5,555,Champions,7
1,108.21,272,13226,1,1,1,111,About to Sleep,1
1,257.7,201,13227,1,1,2,112,About to Sleep,5
1,358.0,80,13228,2,1,2,212,About to Sleep,0
1,160.95,225,13229,1,1,1,111,About to Sleep,5
14,2806.97,3,13230,5,5,5,555,Champions,7
7,1357.6,12,13232,5,5,4,554,Champions,7
2,605.12,73,13233,2,2,3,223,About to Sleep,0
1,1031.07,211,13235,1,1,4,114,About to Sleep,5
2,744.85,24,13236,4,2,3,423,Potential Loyalists,0
4,700.73,16,13238,4,4,3,443,Loyal Customers,0
1,329.56,261,13239,1,1,2,112,About to Sleep,1
4,663.65,95,13240,2,4,3,243,At Risk,0
3,270.4,111,13242,2,3,2,232,At Risk,5
1,600.07,202,13243,1,1,3,113,About to Sleep,5
1,121.74,92,13244,2,1,1,211,About to Sleep,0
1,430.5,50,13245,3,1,2,312,Lost,0
6,1987.3,17,13246,4,5,4,454,Champions,0
4,501.12,17,13247,4,4,3,443,Loyal Customers,0
2,465.68,124,13248,2,2,2,222,About to Sleep,5
3,711.41,91,13249,2,3,3,233,At Risk,0
2,1030.4,156,13253,2,2,4,224,About to Sleep,5
2,399.51,8,13255,5,2,2,522,Potential Loyalists,0
3,698.58,11,13258,5,3,3,533,Loyal Customers,0
1,292.32,61,13259,3,1,2,312,Lost,0
1,557.62,60,13260,3,1,3,313,Promising,0
2,944.1,268,13261,1,2,4,124,About to Sleep,1
1,200.29,262,13262,1,1,1,111,About to Sleep,1
35,7454.07,0,13263,5,5,5,555,Champions,4
5,2107.66,52,13265,3,4,5,345,Loyal Customers,0
12,3834.26,10,13266,5,5,5,555,Champions,7
19,4521.49,2,13267,5,5,5,555,Champions,7
11,3214.69,17,13268,4,5,5,455,Champions,7
15,5346.23,0,13269,5,5,5,555,Champions,7
1,590.0,365,13270,1,1,3,113,About to Sleep,1
1,217.38,36,13271,3,1,1,311,Lost,0
2,276.56,30,13272,4,2,2,422,Potential Loyalists,0
1,138.98,112,13273,2,1,1,211,About to Sleep,5
2,590.93,63,13276,3,2,3,323,Promising,0
4,258.4,15,13277,4,4,2,442,Loyal Customers,0
1,542.73,40,13278,3,1,3,313,Promising,0
1,137.75,77,13279,2,1,1,211,About to Sleep,0
3,814.86,121,13280,2,3,3,233,At Risk,5
3,1132.14,17,13282,4,3,4,434,Loyal Customers,0
2,93.66,59,13283,3,2,1,321,Lost,0
1,201.19,330,13284,1,1,1,111,About to Sleep,1
4,2709.12,22,13285,4,4,5,445,Champions,0
1,361.11,155,13291,2,1,2,212,About to Sleep,5
2,578.94,38,13292,3,2,3,323,Promising,0
2,873.74,189,13294,1,2,3,123,About to Sleep,5
1,201.2,359,13295,1,1,1,111,About to Sleep,1
1,87.4,136,13296,2,1,1,211,About to Sleep,5
4,2089.85,7,13297,5,4,5,545,Champions,0
1,360.0,0,13298,5,1,2,512,New Customers,0
1,142.5,267,13299,1,1,1,111,About to Sleep,1
1,371.89,168,13300,2,1,2,212,About to Sleep,5
4,618.09,103,13301,2,4,3,243,At Risk,5
1,63.75,154,13302,2,1,1,211,About to Sleep,5
1,300.42,350,13304,1,1,2,112,About to Sleep,1
10,2000.86,3,13305,5,5,4,554,Champions,7
1,15.0,119,13307,2,1,1,211,About to Sleep,5
3,1385.51,22,13308,4,3,4,434,Loyal Customers,0
5,1456.79,6,13309,5,4,4,544,Champions,0
3,1132.03,27,13310,4,3,4,434,Loyal Customers,0
2,598.57,3,13311,5,2,3,523,Potential Loyalists,0
5,1555.32,21,13313,4,4,4,444,Champions,0
3,775.94,1,13314,5,3,3,533,Loyal Customers,0
4,5977.73,36,13316,3,4,5,345,Loyal Customers,0
6,2273.68,65,13317,3,5,5,355,Loyal Customers,0
3,640.76,0,13318,5,3,3,533,Loyal Customers,0
26,10845.55,4,13319,5,5,5,555,Champions,4
4,1548.7,77,13320,2,4,4,244,At Risk,0
2,567.36,71,13321,2,2,3,223,About to Sleep,0
1,199.48,16,13322,4,1,1,411,New Customers,0
5,787.85,2,13323,5,4,3,543,Loyal Customers,0
10,7121.95,35,13324,3,5,5,355,Loyal Customers,7
1,675.3,81,13325,2,1,3,213,About to Sleep,0
8,3627.77,38,13327,3,5,5,355,Loyal Customers,7
1,1308.48,315,13328,1,1,4,114,About to Sleep,1
2,789.0,31,13329,4,2,3,423,Potential Loyalists,0
3,1140.93,92,13330,2,3,4,234,At Risk,0
1,350.9,13,13332,4,1,2,412,New Customers,0
3,3536.82,81,13334,2,3,5,235,At Risk,0
1,795.12,76,13336,2,1,3,213,About to Sleep,0
1,487.02,157,13338,2,1,2,212,About to Sleep,5
1,860.12,200,13339,1,1,3,113,About to Sleep,5
7,10736.48,44,13340,3,5,5,355,Loyal Customers,7
1,775.85,260,13341,1,1,3,113,About to Sleep,1
1,353.43,177,13343,2,1,2,212,About to Sleep,5
3,2543.72,67,13344,3,3,5,335,Loyal Customers,0
1,389.5,287,13345,1,1,2,112,About to Sleep,1
1,341.36,69,13347,3,1,2,312,Lost,0
1,233.76,63,13348,3,1,1,311,Lost,0
1,247.32,10,13349,5,1,1,511,New Customers,0
2,979.12,15,13350,4,2,4,424,Potential Loyalists,0
1,373.94,65,13351,3,1,2,312,Lost,0
1,397.98,59,13352,3,1,2,312,Lost,0
1,743.53,70,13354,3,1,3,313,Promising,0
1,674.7,121,13355,2,1,3,213,About to Sleep,5
1,768.24,79,13356,2,1,3,213,About to Sleep,0
1,609.95,256,13357,1,1,3,113,About to Sleep,1
1,439.03,268,13358,1,1,2,112,About to Sleep,1
1,439.56,63,13359,3,1,2,312,Lost,0
4,3090.74,8,13362,5,4,5,545,Champions,0
2,992.5,17,13363,4,2,4,424,Potential Loyalists,0
1,134.96,70,13364,3,1,1,311,Lost,0
2,2225.37,33,13365,3,2,5,325,Promising,0
1,56.16,49,13366,3,1,1,311,Lost,0
2,623.4,256,13368,1,2,3,123,About to Sleep,1
1,308.28,365,13369,1,1,2,112,About to Sleep,1
1,754.87,371,13370,1,1,3,113,About to Sleep,1
1,378.64,89,13372,2,1,2,212,About to Sleep,0
3,3312.25,60,13373,3,3,5,335,Loyal Customers,0
1,778.65,88,13375,2,1,3,213,About to Sleep,0
3,1019.76,98,13376,2,3,4,234,At Risk,0
3,572.56,25,13379,4,3,3,433,Loyal Customers,0
6,3639.31,31,13381,4,5,5,455,Champions,7
1,222.99,280,13382,1,1,1,111,About to Sleep,1
7,4151.93,30,13384,4,5,5,455,Champions,7
1,534.57,329,13385,1,1,3,113,About to Sleep,1
2,677.1,130,13388,2,2,3,223,About to Sleep,5
3,797.96,10,13389,5,3,3,533,Loyal Customers,0
1,544.08,74,13390,2,1,3,213,About to Sleep,0
1,59.8,203,13391,1,1,1,111,About to Sleep,5
8,2520.02,1,13394,5,5,5,555,Champions,7
1,307.72,184,13395,1,1,2,112,About to Sleep,5
2,1360.99,28,13396,4,2,4,424,Potential Loyalists,0
5,1544.13,72,13397,2,4,4,244,At Risk,0
1,457.34,191,13398,1,1,2,112,About to Sleep,5
2,621.23,126,13402,2,2,3,223,About to Sleep,5
1,75.0,17,13403,4,1,1,411,New Customers,0
2,252.49,0,13404,5,2,2,522,Potential Loyalists,0
3,572.45,73,13405,2,3,3,233,At Risk,0
62,28117.04,1,13408,5,5,5,555,Champions,4
5,1003.06,23,13410,4,4,4,444,Champions,0
1,213.55,106,13411,2,1,1,211,About to Sleep,5
3,1390.5,133,13414,2,3,4,234,At Risk,5
2,712.5,43,13416,3,2,3,323,Promising,0
2,640.83,4,13417,5,2,3,523,Potential Loyalists,0
18,6127.43,11,13418,5,5,5,555,Champions,7
1,221.06,63,13419,3,1,1,311,Lost,0
2,159.85,149,13420,2,2,1,221,About to Sleep,5
2,1851.08,39,13421,3,2,4,324,Promising,0
1,2626.3,63,13422,3,1,5,315,Promising,0
3,1624.21,107,13425,2,3,4,234,At Risk,5
10,3641.32,0,13426,5,5,5,555,Champions,7
3,582.6,18,13427,4,3,3,433,Loyal Customers,0
1,218.47,9,13428,5,1,1,511,New Customers,0
4,1006.8,10,13429,5,4,4,544,Champions,0
2,679.45,18,13430,4,2,3,423,Potential Loyalists,0
2,1269.1,66,13431,3,2,4,324,Promising,0
2,534.24,73,13434,2,2,3,223,About to Sleep,0
7,3809.89,4,13435,5,5,5,555,Champions,7
1,196.89,1,13436,5,1,1,511,New Customers,0
7,3408.06,13,13437,4,5,5,455,Champions,7
1,283.71,254,13439,1,1,2,112,About to Sleep,1
1,296.64,91,13441,2,1,2,212,About to Sleep,0
3,1129.14,22,13447,4,3,4,434,Loyal Customers,0
6,3539.37,16,13448,4,5,5,455,Champions,7
1,291.88,23,13449,4,1,2,412,New Customers,0
6,2043.72,26,13450,4,5,4,454,Champions,0
5,2976.15,25,13451,4,4,5,445,Champions,0
2,590.0,258,13452,1,2,3,123,About to Sleep,1
2,356.98,165,13453,2,2,2,222,About to Sleep,5
2,1058.34,24,13455,4,2,4,424,Potential Loyalists,0
6,1766.72,17,13456,4,5,4,454,Champions,0
14,9646.57,6,13458,5,5,5,555,Champions,7
2,183.44,28,13460,4,2,1,421,Potential Loyalists,0
3,1445.0,38,13461,3,3,4,334,Loyal Customers,0
1,151.5,252,13462,1,1,1,111,About to Sleep,1
1,674.68,57,13464,3,1,3,313,Promising,0
1,307.9,183,13466,1,1,2,112,About to Sleep,5
2,1083.71,10,13467,5,2,4,524,Potential Loyalists,0
37,5704.97,1,13468,5,5,5,555,Champions,4
2,165.0,98,13470,2,2,1,221,About to Sleep,5
4,2531.58,0,13471,5,4,5,545,Champions,0
2,422.64,60,13473,3,2,2,322,Lost,0
1,229.59,235,13474,1,1,1,111,About to Sleep,1
4,1431.78,190,13475,1,4,4,144,At Risk,5
2,1238.47,178,13476,2,2,4,224,About to Sleep,5
6,1454.58,37,13477,3,5,4,354,Loyal Customers,0
2,300.95,200,13479,1,2,2,122,About to Sleep,5
5,1804.56,45,13481,3,4,4,344,Loyal Customers,0
1,184.64,231,13482,1,1,1,111,About to Sleep,1
1,140.34,65,13483,3,1,1,311,Lost,0
1,313.8,240,13484,1,1,2,112,About to Sleep,1
1,454.24,232,13485,1,1,2,112,About to Sleep,1
3,1122.41,77,13486,2,3,4,234,At Risk,0
3,575.4,57,13487,3,3,3,333,Loyal Customers,0
13,8968.31,16,13488,4,5,5,455,Champions,7
4,449.52,104,13489,2,4,2,242,At Risk,5
10,1215.82,51,13491,3,5,4,354,Loyal Customers,7
3,1269.84,135,13492,2,3,4,234,At Risk,5
2,618.63,274,13493,1,2,3,123,About to Sleep,1
1,316.26,311,13494,1,1,2,112,About to Sleep,1
5,2044.87,7,13495,5,4,4,544,Champions,0
2,653.33,10,13496,5,2,3,523,Potential Loyalists,0
2,348.05,282,13497,1,2,2,122,About to Sleep,1
5,1159.11,17,13499,4,4,4,444,Champions,0
3,1166.77,22,13500,4,3,4,434,Loyal Customers,0
1,1340.32,287,13501,1,1,4,114,About to Sleep,1
3,292.0,16,13502,4,3,2,432,Loyal Customers,0
1,216.85,70,13503,3,1,1,311,Lost,0
1,295.93,63,13504,3,1,2,312,Lost,0
4,4393.63,72,13505,2,4,5,245,At Risk,0
2,458.52,315,13506,1,2,2,122,About to Sleep,1
4,2479.16,2,13507,5,4,5,545,Champions,0
1,110.97,243,13508,1,1,1,111,About to Sleep,1
7,979.72,8,13509,5,5,4,554,Champions,7
4,1791.56,0,13510,5,4,4,544,Champions,0
1,251.21,260,13512,1,1,2,112,About to Sleep,1
1,205.1,126,13513,2,1,1,211,About to Sleep,5
1,152.2,73,13514,2,1,1,211,About to Sleep,0
4,891.12,72,13515,2,4,3,243,At Risk,0
3,1389.41,20,13516,4,3,4,434,Loyal Customers,0
3,2128.42,59,13517,3,3,5,335,Loyal Customers,0
1,659.44,85,13518,2,1,3,213,About to Sleep,0
1,122.75,77,13519,2,1,1,211,About to Sleep,0
6,3624.35,58,13520,3,5,5,355,Loyal Customers,0
3,1093.65,0,13521,5,3,4,534,Loyal Customers,0
1,125.8,29,13522,4,1,1,411,New Customers,0
5,3964.88,32,13523,3,4,5,345,Loyal Customers,0
5,680.18,40,13524,3,4,3,343,Loyal Customers,0
2,628.78,14,13525,4,2,3,423,Potential Loyalists,0
7,2287.51,33,13527,3,5,5,355,Loyal Customers,7
2,307.76,78,13529,2,2,2,222,About to Sleep,0
2,483.8,204,13531,1,2,2,122,About to Sleep,5
1,210.31,33,13532,3,1,1,311,Lost,0
3,270.79,182,13533,1,3,2,132,At Risk,5
25,5870.08,1,13534,5,5,5,555,Champions,4
7,3448.29,0,13536,5,5,5,555,Champions,7
7,1280.85,42,13538,3,5,4,354,Loyal Customers,7
3,631.34,85,13539,2,3,3,233,At Risk,0
2,291.41,39,13544,3,2,2,322,Lost,0
3,626.99,11,13546,5,3,3,533,Loyal Customers,0
2,682.41,95,13548,2,2,3,223,About to Sleep,0
7,918.2,25,13549,4,5,3,453,Loyal Customers,7
1,91.8,318,13551,1,1,1,111,About to Sleep,1
12,3740.07,65,13552,3,5,5,355,Loyal Customers,7
4,4149.28,73,13555,2,4,5,245,At Risk,0
2,584.06,27,13557,4,2,3,423,Potential Loyalists,0
4,605.06,5,13558,5,4,3,543,Loyal Customers,0
1,174.37,6,13560,5,1,1,511,New Customers,0
1,141.86,215,13561,1,1,1,111,About to Sleep,5
3,1799.33,81,13562,2,3,4,234,At Risk,0
2,777.53,83,13563,2,2,3,223,About to Sleep,0
3,1749.02,143,13564,2,3,4,234,At Risk,5
2,240.22,18,13565,4,2,1,421,Potential Loyalists,0
2,874.71,40,13566,3,2,3,323,Promising,0
1,192.85,172,13568,2,1,1,211,About to Sleep,5
2,373.75,16,13569,4,2,2,422,Potential Loyalists,0
1,239.49,242,13570,1,1,1,111,About to Sleep,1
12,2092.32,12,13571,5,5,5,555,Champions,7
1,1384.25,205,13572,1,1,4,114,About to Sleep,5
2,294.4,49,13573,3,2,2,322,Lost,0
5,732.07,22,13575,4,4,3,443,Loyal Customers,0
18,6717.34,9,13576,5,5,5,555,Champions,7
4,1687.6,24,13577,4,4,4,444,Champions,0
2,467.04,14,13579,4,2,2,422,Potential Loyalists,0
1,118.0,308,13581,1,1,1,111,About to Sleep,1
1,781.03,155,13583,2,1,3,213,About to Sleep,5
1,142.4,306,13584,1,1,1,111,About to Sleep,1
1,712.4,63,13587,3,1,3,313,Promising,0
9,2478.95,15,13588,4,5,5,455,Champions,7
2,379.65,14,13589,4,2,2,422,Potential Loyalists,0
6,1981.92,10,13590,5,5,4,554,Champions,0
3,1117.13,64,13591,3,3,4,334,Loyal Customers,0
4,247.96,35,13592,3,4,1,341,Loyal Customers,0
5,2037.08,107,13593,2,4,4,244,At Risk,5
1,396.97,52,13594,3,1,2,312,Lost,0
2,697.04,5,13596,5,2,3,523,Potential Loyalists,0
1,180.17,46,13598,3,1,1,311,Lost,0
21,5153.67,0,13599,5,5,5,555,Champions,4
1,219.52,311,13600,1,1,1,111,About to Sleep,1
2,693.32,44,13601,3,2,3,323,Promising,0
1,428.89,64,13602,3,1,2,312,Lost,0
1,164.34,25,13603,4,1,1,411,New Customers,0
3,280.54,28,13606,4,3,2,432,Loyal Customers,0
1,678.01,39,13607,3,1,3,313,Promising,0
7,1131.88,11,13610,5,5,4,554,Champions,7
3,1171.8,88,13611,2,3,4,234,At Risk,0
4,1610.46,23,13614,4,4,4,444,Champions,0
1,417.69,318,13615,1,1,2,112,About to Sleep,1
3,544.18,39,13617,3,3,3,333,Loyal Customers,0
1,177.34,173,13618,2,1,1,211,About to Sleep,5
1,213.85,116,13621,2,1,1,211,About to Sleep,5
5,747.78,30,13623,4,4,3,443,Loyal Customers,0
1,257.23,252,13626,1,1,2,112,About to Sleep,1
5,1638.47,58,13627,3,4,4,344,Loyal Customers,0
11,7792.36,22,13629,4,5,5,455,Champions,7
7,2031.78,4,13630,5,5,4,554,Champions,7
11,3070.42,99,13631,2,5,5,255,At Risk,7
5,2121.27,24,13632,4,4,5,445,Champions,0
5,1575.16,32,13634,3,4,4,344,Loyal Customers,0
1,1071.03,67,13635,3,1,4,314,Promising,0
5,949.12,36,13636,3,4,4,344,Loyal Customers,0
3,810.5,51,13637,3,3,3,333,Loyal Customers,0
1,122.64,15,13638,4,1,1,411,New Customers,0
1,1033.34,73,13639,2,1,4,214,About to Sleep,0
1,354.8,215,13642,1,1,2,112,About to Sleep,5
3,519.44,30,13643,4,3,3,433,Loyal Customers,0
4,2624.26,15,13644,4,4,5,445,Champions,0
1,252.1,119,13645,2,1,2,212,About to Sleep,5
4,1678.12,9,13647,5,4,4,544,Champions,0
2,346.6,256,13649,1,2,2,122,About to Sleep,1
6,1836.34,16,13650,4,5,4,454,Champions,0
2,94.2,34,13651,3,2,1,321,Lost,0
3,1095.08,45,13652,3,3,4,334,Loyal Customers,0
6,2707.33,42,13654,3,5,5,355,Loyal Customers,0
2,932.97,113,13655,2,2,3,223,About to Sleep,5
2,379.65,164,13656,2,2,2,222,About to Sleep,5
2,382.14,10,13657,5,2,2,522,Potential Loyalists,0
5,2639.17,9,13658,5,4,5,545,Champions,0
2,1573.2,205,13659,1,2,4,124,About to Sleep,5
3,897.76,85,13662,2,3,3,233,At Risk,0
1,189.47,178,13663,1,1,1,111,About to Sleep,5
3,84.65,59,13666,3,3,1,331,Loyal Customers,0
1,305.02,148,13667,2,1,2,212,About to Sleep,5
21,6363.59,2,13668,5,5,5,555,Champions,4
2,218.55,50,13669,3,2,1,321,Lost,0
1,349.7,74,13670,2,1,2,212,About to Sleep,0
2,186.39,300,13672,1,2,1,121,About to Sleep,1
2,396.92,18,13673,4,2,2,422,Potential Loyalists,0
2,486.82,150,13675,2,2,2,222,About to Sleep,5
1,232.6,151,13678,2,1,1,211,About to Sleep,5
4,3722.42,0,13680,5,4,5,545,Champions,0
4,827.83,17,13681,4,4,3,443,Loyal Customers,0
1,59.5,186,13682,1,1,1,111,About to Sleep,5
1,67.23,285,13684,1,1,1,111,About to Sleep,1
7,3119.44,2,13685,5,5,5,555,Champions,7
1,72.0,182,13686,1,1,1,111,About to Sleep,5
1,910.0,62,13689,3,1,3,313,Promising,0
1,172.25,58,13690,3,1,1,311,Lost,0
3,1488.32,24,13692,4,3,4,434,Loyal Customers,0
50,65039.62,3,13694,5,5,5,555,Champions,3
15,2504.13,30,13695,4,5,5,455,Champions,7
1,151.3,38,13697,3,1,1,311,Lost,0
1,308.58,154,13699,2,1,2,212,About to Sleep,5
10,2265.12,25,13700,4,5,5,455,Champions,7
1,99.5,317,13703,1,1,1,111,About to Sleep,1
9,2308.06,4,13704,5,5,5,555,Champions,7
3,711.86,7,13705,5,3,3,533,Loyal Customers,0
1,330.79,302,13706,1,1,2,112,About to Sleep,1
2,806.41,266,13707,1,2,3,123,About to Sleep,1
1,296.88,270,13708,1,1,2,112,About to Sleep,1
13,6328.05,3,13709,5,5,5,555,Champions,7
1,180.48,31,13710,4,1,1,411,New Customers,0
2,252.06,218,13711,1,2,2,122,About to Sleep,5
1,228.84,246,13712,1,1,1,111,About to Sleep,1
5,1079.34,280,13715,1,4,4,144,At Risk,1
1,138.28,268,13716,1,1,1,111,About to Sleep,1
